ar	Relevant
"They called for the United Nations to take more decisive action on factors leading to terrorism in general, such as Islamophobia."	1
"27. Given the importance of the list as a credible representation of the existing risk, the Group recommends that the members of the Committee themselves make more efforts to update it."	1
Terrorists and their associates must not be given the opportunity to exploit legal loopholes to escape the consequences of their actions.	1
"9. The number of active personnel in the Kosovo Protection Corps at the end of August was 3,029, including 157 members of minorities."	1
"1. Commends the continued efforts of the African Union, in particular President Olusegun Obasanjo of Nigeria, President of the African Union, President Thabo Mbeki of the Republic of South Africa and the African Union mediator, the Economic Community of West African States, and leaders of the region to promote peace and stability in CÃ´te dâIvoire, and reiterates its Full support for these efforts;"	1
"Both aircraft, previously unarmed and used for display, were apparently re-exported for the same purpose and arrived in CÃ´te d'Ivoire in 2004."	0
"The reports were transmitted daily to Brigadier General Azar and to the Army Commander, General Michel Suleiman."	1
"Both civilian and military organizations are based in Kismayo, with representatives spread throughout the region."	0
"In this context, Prime Minister Siniora requested that the United Nations continue to provide assistance and support, so that this internal dialogue can contribute to finding a solution to the issue of Lebanese and non-Lebanese militias in Lebanon in full consistency with the Taif Agreement."	1
"The Mission trained more than 20 human rights organizations in monitoring methods and partnered with a national non-governmental organization to facilitate the production and dissemination of awareness-raising materials for more than 30,000 individuals and civil society organizations, with financial support from the Office of the United Nations High Commissioner for Human Rights and the Embassy of Canada."	1
205. The Committee recommends that consideration be given to expanding the pool of candidates for these positions in order to maximize the capacity to recruit the most qualified personnel.	1
"Within the institutional framework established by the African Union to combat terrorism, a key role has been assigned to the Commission and the Peace and Security Council in coordinating efforts across the continent."	1
"According to some estimates, more than 700 villages were completely or partially destroyed in all three Darfur states, and the Commission also obtained information that the police had made a destruction estimate and recorded the number of villages destroyed at more than 2,000."	1
They arrested several men and took them to the police station.	1
"6. During the period from 18 February to 13 March, the Royal Moroccan Army carried out a series of pre-planned military exercises in the vicinity of Aoussard, in which some 1,200 soldiers from infantry, cavalry and artillery units actually stationed within the Aoussard sub-sector participated."	1
"The members of the Security Council once again expressed their strong condemnation of the acts of murder, kidnapping, rape or torture committed by this organization against all Iraqis and nationals of other countries, such as its recruitment and use of children."	1
"Emphasizing the support of the Secretary-Generalâs Personal Envoy to Western Sahara, Ambassador Christopher Ross, and his work to facilitate negotiations between the parties, welcoming his ongoing consultations with the parties and neighboring States, and looking forward to his visit in the near future to the region, including Western Sahara, as stated in Statement of the informal meeting on Western Sahara held from 11 to 13 March 2012,"	1
"At the same time, the Council recognizes the key role that the Special Representative of the Secretary-General and the civilian advisers who assist him can play in coordinating humanitarian assistance, re-establishing public order and the functioning of public institutions, as well as reform, reconstruction and peace-building to achieve long-term sustainable development. ."	1
(b) Disband and disarm all Lebanese and non-Lebanese militias;	1
"All countries have put in place legislation and measures to regulate and monitor the production, sale and transfer of weapons and explosives. However, the information provided is not sufficient to evaluate the effectiveness of its implementation."	1
"However, women and children were also among the victims of killings in many attacks."	1
"Moreover, in principle, the establishment of administrative subordination between the Office of the Ombudsman and the Secretariat on substantive matters represents a direct and significant incursion into the independence of the Office, both in concept and in practice."	1
"At the 5903rd meeting of the Security Council, held on 2 June 2008, in the context of its consideration of the item entitled âThreats to international peace and security resulting from terrorist actsâ, the President of the Security Council made the following statement on behalf of the Council:"	1
"243 - Charitable donations globally represent an indispensable financial resource, especially for many developing countries and for countries that have been exposed to major disasters."	1
"In total, of the 51 cases, 43 were filed by individuals, two were filed by an individual in conjunction with one or more entities, and six were filed by sole entities. In 25 of the 51 cases, there was a lawyer representing the applicant."	0
"(b) To receive from individuals on the list requests for exception to the measures set forth in Paragraph 1 (b) of this decision and to refer them to the Committee to decide, on a case-by-case basis, whether entry or transit is justified, and to advise the Committee to consider such matters. Requests in consultation with the transit and destination States and any other concerned States. It is also decided that the Committee will not agree to the exception to the measures stipulated in Paragraph 1 (b) of this decision except with the approval of the transit and destination States. It also indicates that the Committee should notify, through the coordination center, Those individuals by decision of the committee;"	1
4 - Improvised weapons systems can be assembled from various components in order to commit terrorist acts.	1
"The perpetrators knew that the acts of violence they committed were part of a systematic attack on civilians, which can be inferred from, inter alia, that they knew that they would effectively escape punishment."	1
"While the measures outlined in this report are expected to enhance the Missionâs ability to monitor compliance with the Agreement, both parties have a responsibility to ensure that there are no violations by their military/security forces."	1
"68 - I am appalled by the killings of hundreds of innocent civilians and the resulting population displacement in Beni. I also deplore the serious violations of human rights and international humanitarian law occurring in other parts of the country, which are also unacceptable."	1
(a) Develop a more integrated approach and more effective mechanisms to ensure strong cooperation and intelligence sharing among relevant counter-terrorism agencies at the national and international levels;	1
"First, there were more than a million internally displaced persons within Darfur (1.65 million people, according to UN reports), and more than 200,000 refugees from Darfur in neighboring areas extending from Chad to eastern Sudan."	1
":: Captain Adel Youssef, legal advisor and head of the military judiciary branch"	0
"By signing a new action plan to end child recruitment that reaffirms the commitment to release all children in the custody of the [National Security Force], acknowledges the measures taken by the Government of [the country concerned] to implement the new action plan, calls for the continued implementation of that action plan, and requests [the Mission] to shall provide advice and assistance to the Government of [the country concerned] in this regard...."	1
The bodies of other international legal instruments - including the Council of Europe Convention on the Prevention of Terrorism - have begun to consider related issues such as incitement to terrorism and recruitment and training for this purpose.	1
"(a) The violence that occurred at the Government Palace around midday on 28 April, resulting in two deaths, at least four firearm injuries, and two other serious injuries;"	1
"8 - In Somalia, since early 2007, Al-Shabaab, which is not listed, has claimed responsibility for numerous suicide bombings and attacks that followed the practices of Al-Qaeda and its associated groups in Iraq or Afghanistan."	1
"45. The Committee reaffirms its responsibility to include the implementation of Council resolution 1624 (2005) in its dialogue with Member States and to help build capacity in this regard, including by disseminating best legal practices and enhancing information exchange."	1
"Expressing its determination to facilitate the implementation of the commitment to combat terrorism under the relevant Security Council resolutions,"	1
"254 - The Commission also found that rebel forces were responsible for launching attacks that were, in most cases, directed against military targets or against police or security forces."	1
The continued improper application of the sanctions measures imposed by the Security Council will restrict fundamental rights to property and movement without any legal basis or justification.	1
"Some of these children were recruited into the Maoist army in violation of the Comprehensive Peace Agreement, while others were recruited into organizations affiliated with the Communist Party of Nepal (Maoist). About 30 percent of these children were released after spending a few days with the Communist Party of Nepal (Maoist), and it was later found that about 20 percent of them were in Maoist army assembly sites."	1
"âThe Security Council encourages the relevant United Nations bodies, in particular the Counter-Terrorism Executive Directorate, to focus increased attention, in close cooperation within the framework of the Implementation Task Force, on resolution 1624 (2005) in their dialogue with Member States to develop, in accordance with their obligations under International law, strategies include confronting incitement to commit terrorist acts motivated by extremism and fanaticism, and facilitating the provision of technical assistance for their implementation."	1
Most of these crimes were committed individually in the context of the prevailing security chaos.	1
Develop gender mainstreaming projects with specific budget allocations	1
"The attack method (placing a toxic bacterial agent in letters sent by federal mail services) was quite effective in terms of propaganda, but a major attack aimed at causing as many casualties as possible (for example by spreading anthrax by aerosol) would require a degree of It is much higher technology."	1
"Based on that hypothesis, the largest number of victims belongs to Abobo: 63 percent of those killed, 35 percent of those injured or tortured, and 40 percent of those who disappeared. The second highest number of casualties belonged to Anyama, with 10 percent of those killed; Kumasi accounted for 13 percent of those injured or tortured, while 35 percent of the disappeared belonged to Anyama."	1
"They are under pressure regarding important elements of this identity such as their language, culture and religious heritage, as well as their economic survival."	1
"Most of these countries have weak capabilities in freezing funds and assets linked to terrorism, despite the progress made by some countries in this field."	1
"âThe Security Council calls on Sudan and Chad to respect and fully implement their mutual obligations, in particular the Doha Agreement of 3 May 2009 and the Dakar Agreement of 13 March 2008, and to interact constructively with the Dakar Liaison Group and the good offices of Libya and Qatar towards the normalization of Their relations, and to cooperate in order to put an end to the cross-border activities of armed groups and to strengthen measures aimed at combating illicit arms trafficking in the region, including through the establishment of effective joint border monitoring."	1
"Welcoming the establishment of the Office of the Ombudsman pursuant to resolution 1904 (2009) and the role it has played since its establishment, noting the important role played by the Ombudsman in improving integrity and transparency, and noting the Security Councilâs firm commitment to ensuring that the Office of the Ombudsman is able to continue to carry out its role effectively in accordance with of the mandate assigned to it, Recalling also the presidential statement issued by the Security Council of 28 February 2011 (S/PRST/2011/5),"	1
All countries in this subregion are members of the International Criminal Police Organization (INTERPOL) and have established National Central Bureaux of INTERPOL.	1
":: The use of starvation of civilians as a method of warfare by depriving them of items indispensable to their survival, including deliberately obstructing relief supplies as stipulated in applicable provisions of international humanitarian law."	1
"(e) Submit a comprehensive program of work to the Committee for review and approval, as appropriate, detailing the activities it envisages to implement in discharging its responsibilities, including proposed travel, by the Monitoring Team, in close coordination with the Executive Directorate of the Counter-Terrorism Committee and the Group of Experts of the Committee established pursuant to the resolution 1540, to avoid duplication and enhance synergies;"	1
"4. In a tragic incident that occurred on 4 April, a plane chartered by the United Nations Organization Stabilization Mission in the Democratic Republic of the Congo crashed upon landing in Kinshasa."	0
:: Providing a comprehensive perspective on seeking to direct security and development efforts at the country level towards addressing and ensuring the root causes of conflicts;	1
"42. The Group submitted two reports to the Committee, as required by resolution 2083 (2012), in July and December 2013, containing recommendations on how to improve the sanctions regime and give it stronger effect, as well as an assessment of the threat posed by Al-Qaida and its associates and updated information on Team activities."	1
"In Libya, Ansar al-Sharia strengthened its presence in the east of the country, particularly in Derna and Benghazi, and assassinated numerous members of the National Security Forces and other state institutions."	1
"However, since this crime was not the act of individuals but rather the act of a highly organized group, it is very likely that fraud, corruption and money laundering were a motive for individuals to participate in it."	1
Law No. 535/2004 on the Prevention and Combating of Terrorism was issued by Decree of the President of Romania No. 994/2004 of 24 November 2004 and entered into force three days thereafter.	1
"In addition, President Kostanica's victory appears to Kosovo Albanian leaders as a threat to their aspirations for independence for the province."	1
"The Council could also explicitly oblige Member States to prevent listed individuals and entities from accessing, establishing or maintaining military or terrorist training facilities within the borders of those States, so that the scope of the arms embargo would be expanded to include comprehensive training and recruitment."	1
"These instruments, along with the decentralization policy, clarify the roles and responsibilities of local councils, district officials, parliamentarians and traditional authorities in development decision-making; elections and maintenance of law and order; Collecting and distributing local revenues."	1
"Other provisions of the Criminal Code may also apply such as unauthorized arming (Article 185), or the development, production or possession of prohibited means of war (Article 185(a). Endangering the public"	1
"Initial measures 39. Solving a crime of this magnitude requires strong administrative capacity, clearly defined roles, strong coordination and access to sufficient competencies, manpower, equipment and means of assistance."	1
28 - Several countries in the African region stressed their determination to ensure that measures aimed at protecting people from terrorist acts are taken within the limits of the law and consistent with their obligations under international law.	1
"âThe Security Council highlights the importance of the recommendations of the Financial Action Task Force in supporting the implementation of resolutions 2170 (2014) and 2178 (2014), including its recommendation for States to implement declaration/disclosure systems for both inbound and outbound currency transfers , and other measures to address the threat posed by certain foreign terrorist fighters and their supporters who act as cash couriers for terrorist organizations."	1
"Ensure continued dialogue with troop- and police-contributing countries on increasing the participation of women in national contingents, including by organizing meetings to review best practices in promoting gender balance and gender mainstreaming in the work of uniformed personnel in peacekeeping operations."	1
119. The evidence before the Commission indicates that up to 9 persons were killed and 3 seriously injured by firearms during the armed confrontation in Tasi Tolo/Tibar as described in paragraphs 67 and 68 above.	1
"60. Until conditions for sustained voluntary return are secured on a large scale, the demands of hundreds of thousands of refugees and internally displaced persons on the resources of the populations they host continue to increase the risk of tension."	0
"During the review, Member States provided information that would lead to a total of 465 proposed amendments to the List (and changes to 217 narrative summaries of reasons for listing)."	1
"New cases of desertion by some former members of the National Congress integrated into the armed forces were also reported, and the refusal of members of integrated armed groups to be redeployed."	1
"While the Council notes the withdrawal of some armed groups from Tripoli as a positive development, it calls for urgent progress towards adopting a comprehensive national approach to disarmament, demobilization and reintegration into civilian life or integration into State military and security institutions."	1
The spread of internal instability in Kosovo will make defining and implementing a sustainable future status process more difficult.	1
"In the statement, President Abbas also expressed his full support for the measures taken by the Government of Lebanon in recent weeks to ban the carrying of weapons outside Palestinian refugee camps, to stop the illegal transfer of weapons and personnel, and to assert its exclusive right to use force and extend its authority over all of the countryâs territory."	1
"The Council urged Sudan and South Sudan to fully implement their obligations under the agreement of 29 June 2011, regarding the establishment of a safe demilitarized border zone, and the agreement of 30 July 2010, regarding the establishment of a joint mechanism to monitor and verify the border, and urged the two governments to fully cooperate with each other and provide Full support for UNISFA to enable it to carry out its mandate."	1
"(y) Consult with representatives of relevant international organizations, including the International Air Transport Association, the International Civil Aviation Organization and the World Customs Organization, with a view to promoting awareness of and strengthening compliance with the travel ban and the arms embargo;"	1
"The advantage of the team is its ability to work in cooperation with governments around the world, as well as to engage with external specialists, to establish an integrated assessment of the threat posed by Al-Qaida and its partners, and to advance a targeted, effective and fair sanctions regime."	1
"It also urges all Member States, in coordination with international financial institutions and United Nations agencies, to increase their support to address the growing impacts of the refugee crisis in host countries at the political, social, economic and financial levels."	1
"The Operation will also cooperate with the Facilitator to encourage the parties to agree on an effective arrangement to control the weapons in storage, consistent with the supervisory role assigned to UNOCI and UNFICYP under the Ouagadougou Agreement."	1
81. The team is also implementing a task force project to produce documentaries highlighting the true nature of terrorism as seen by criminals and victims.	1
"61 - As I look to the future, I call on the parties to the peace process - the Government of Mali and the armed groups represented - to seize the opportunity of the pause in negotiations, to demonstrate their political leadership and to find the compromises necessary to reach an agreement in Algiers."	1
One cannot absolutely rule out that the materials found at the crime scene were tampered with or placed there intentionally.	0
"Violent clashes also broke out between armed factions in the Palestinian refugee camp of Ain al-Hilweh, and material damage was caused as a result to a school belonging to the United Nations Relief and Works Agency for Palestine Refugees in the Near East."	1
"Many of them carefully examined the root causes of violence and violations, which constituted a starting point towards transitional justice mechanisms that address issues of the right to the truth, the administration of justice, the provision of remedies and redress, and guarantees of non-recurrence of violations, and thus provided guidance for more sustainable efforts to build Peace and reconciliation and helped reach a political settlement of conflicts."	1
"In many cases, the attacks lasted for several hours."	1
66. The overwhelming majority of cases of abduction and enforced disappearance are linked to the Korean War and the systematic movement of ethnic Koreans from Japan that began in 1959.	1
"In most countries, internal coordination and information exchange take place at the policy level and ""graduate"" up to the executive level using manual means and personal communications rather than electronic means."	0
:: To play its full role in regional seminars and activities that contribute to raising awareness and encouraging the implementation of resolution 1540 (2004) and to increase efforts to raise the awareness of parliamentarians and other high-level decision-makers.	1
"Drought and desertification had a major impact on it in the seventies and eighties, and the intensity of fighting increased due to the scarcity of resources."	1
"Urge humanitarian and development organizations to take appropriate measures to prevent sexual exploitation and abuse by their personnel, including by conducting pre-deployment and field awareness-raising training and, in the case of United Nations entities, promoting and ensuring compliance with the Secretary-Generalâs Bulletin on Special Measures for Protection from Sexual Exploitation and Abuse (ST/SGB/2003/13), including by civilian personnel in United Nations peacekeeping and other relevant missions."	1
"On behalf of the Security Council Committee established pursuant to resolution 1540 (2004), and in accordance with paragraph 8 of Security Council resolution 1810 (2008), I submit herewith a report on the Committeeâs consideration of a comprehensive review of the status of implementation of resolution 1540 (2004) (see annex)."	1
The effects of shells fired from helicopters were easily distinguishable.	1
"Moreover, Military District 3 in Mijek also largely fulfilled its obligations in this regard, as only four violations of freedom of movement were committed."	1
"59. I have indicated in my previous reports that construction projects planned to support DIS operations, including the drilling of water wells for police stations, are unlikely to be completed before 31 December 2010."	0
"One country cited a broad counter-extremism plan, adopted in 2006, that aims to combat extremism while also protecting democratic values."	1
"Clearly, failure to ensure accountability, redress and reconciliation could derail the peace process and the post-conflict situation, thus posing a new threat to peace and security."	1
"31 - Kosovo also has valuable and independent natural resources, especially lignite and other reserves, as well as important agricultural potential."	0
"42. At the request of Working Group II of the Contact Group on Piracy off the Coast of Somalia, and with the support of the Government of Italy, the United Nations Interregional Crime and Justice Research Institute organized two informal expert working group meetings in 2013 to formulate a set of guidelines, standards and practices Best practices regarding the use of armed security personnel contracted by private companies on board commercial ships, for use by private sector companies and interested governments."	1
"These measures, if implemented, would greatly enhance Somalia's capacity to conduct counter-piracy operations off its coast."	1
"146 States, including States that had not yet reported, reported that they were circulating the list (and any changes to it) to banks and, to some extent, financial institutions, as well as to ports of entry and other relevant authorities, but visits showed that circulating updates to the list Slowly in many countries, especially at border points."	1
"Under paragraph 8 of the same resolution, the Council mandated the Committee to identify entities and individuals who: (a) have engaged in or provided support for actions threatening peace, security or stability in Somalia; (b) They violated the complete general arms embargo; (c) Obstructed the delivery or receipt of humanitarian aid to Somalia."	1
"Emphasizing that the comprehensive and coordinated return of refugees and displaced persons throughout the region remains crucial to achieving lasting peace,"	1
"The Counter-Terrorism Executive Directorate has facilitated border control management workshops in a number of regions and intends to continue this practice in the future. 268. Member States should: (a) implement more effective prevention, inspection and detection procedures, relying on threat assessments, intelligence sharing and analysis and international cooperation at official border crossings and along open or porous borders;"	1
"The administrative orders regulating discharges stipulate that individual cases be considered on special grounds, that decision-makers for discharges of officers differ from decision-makers for other ranks, and that procedures for notification be established by unit commanders."	0
"The Executive Directorate has adopted a multimedia approach to communicate with its target audiences, using communication tools and channels such as the Committee's website, a Twitter account and e-newsletter, and the information services provided by the Department of Public Information."	1
"For example, residents of the Naktoka area of ââNitebbe sub-district reported that, on 29 May, approximately 20 Indonesian soldiers partially dismantled two structures erected by the Government of Timor-Leste in this undetermined area."	1
"651- The Committee also recommends that measures taken to break the cycle of impunity include the exercise of universal jurisdiction by other States, as mentioned elsewhere in this report."	1
32. The peace consolidation programme prepared by the Government of Afghanistan (see paragraph 16 above) will allow former insurgents to return to mainstream Afghan society.	1
"During the reporting period, the Government did not take any measures against the aforementioned unaccredited National Police officers."	1
I encourage the Government of Iraq to quickly take further practical steps towards fulfilling its obligations under paragraph 14 of Security Council resolution 1284 (1999).	1
"These operations contribute to enhancing the Mission's image, supporting the implementation plan developed by the Office of the High Representative, and building capacity for local authorities and law enforcement agencies."	1
"A future threat could arise from the potential increase during 2013 in man-portable air defense systems available to Al-Qaeda-affiliated groups in Africa, and the ongoing conflict in the Syrian Arab Republic."	1
"Other than those operational matters, the Ombudsman treats requests confidentially as a matter of policy."	1
"Other abductions of women were also reported in the area around El Geneina, West Darfur."	1
"On November 18, 2014, Syrian regime helicopters dropped a barrel bomb on Kafr Hamra on the Haritan road, killing 16 people, including five children, three women, and a paramedic."	1
"On 30 August 2010, the SPLA established a child protection unit in Belpham, Central Equatoria State, to support the implementation of the UN-SPLA action plan."	1
"In San Pedro, the mayor proceeded to destroy other slums."	1
"The Court also ruled that, given the importance of combating international terrorism, the precautionary and temporary freeze of funds, while allowing exceptions to cover essential expenses, does not arbitrarily, inappropriately or disproportionately conflict with the right to property."	1
Advocating for strict adherence by parties to armed conflicts to applicable provisions of international humanitarian law and international human rights law relating to children affected by armed conflicts.	1
"Since then, the government has repeatedly expressed its preference to receive direct bilateral support to build the capabilities of its security forces."	1
"However, these operating circuits must first be examined by electronics experts who can point out things related to the uses of the boards."	0
"For example, the difficulty of policing the border in the Sahel-Sahara region allows AQIM and those associated with it freedom to move, raise funds through smuggling, possess weapons and explosives, and train new recruits in a relatively safe manner."	1
âThe Security Council stresses the urgent need to demobilize and disarm all illegal armed groups.	1
"Seven countries have established in their legislation sufficient jurisdiction to prosecute crimes related to terrorism, and five other countries have taken steps in this direction, while sufficient information is not available regarding nine countries."	1
"Thirty graduates of the first four-week medium-term training program for senior municipal officials received training in law, economics, public finance, human resources management and conflict resolution."	1
"Members expressed their willingness to consider, in a timely manner, updated reports on planning for a smooth transition to the Sustainable Development Assistance Framework by the end of the Office's mandate in May 2006."	1
"âThe Security Council reaffirms its commitment to Iraqâs independence, sovereignty, unity and territorial integrity, and stresses the importance of stability and security in Iraq to its people, the region and the international community."	1
"While most Ivorian stakeholders, including President Gbagbo and Prime Minister Soro, made positive comments about the operations of the mobile courts, the opposition Rally of Republicans complained that many Ivorians were unable to access the mobile courts, particularly in the Western Region, due to The presence of militias, even if they are inactive."	1
"Hence, the countries of that region face a grave transnational terrorist threat that requires concerted and coordinated regional efforts to address."	1
"However, detainees were subjected to serious attacks on their lives and physical integrity."	1
"In the Hiraan region of central Somalia, heavy fighting on 7 and 8 June over land and water disputes on the western side of Beletweyne between the Galgeel and Jageel sub-clans of the Hawaya clan reportedly killed 36 people and injured 70."	1
"Furthermore, the Group of Experts on the Democratic Republic of the Congo recommended that the Security Council Committee established pursuant to resolution 1533 (2004) immediately inform the Group and MONUC of notifications received from States supplying arms to the Democratic Republic of the Congo under exemptions to the arms embargo (S/2008/43), and that the Government of the Democratic Republic of the Congo inform MONUC of such arms shipments received."	1
"The industry and private sectors play a crucial role in implementing the regulatory frameworks based on Resolution 1540 (2004). It is only possible, with the cooperation of the private sector and industry, to effectively address the threat of the spread of weapons of mass destruction to non-state actors."	1
"As the United Nations system and its partners move from the humanitarian response phase to the phase of recovery and development interventions, a strategy for the withdrawal of the Office for the Coordination of Humanitarian Affairs from CÃ´te d'Ivoire will be developed."	1
"69. These new ârecruitsâ became what civilians and others referred to as âJanjaweed,â a traditional Darfuri term meaning an armed outlaw bandit riding a horse or camel."	1
I urge the Government to ensure access of United Nations personnel to all places of detention in Darfur.	1
"(a) To become parties, as a matter of urgency, to all relevant international conventions and protocols relating to terrorism, in particular the 1999 International Convention for the Suppression of the Financing of Terrorism, and to support all international initiatives taken to this end, and to make full use of the sources of assistance and guidance that are now available. ;"	1
33 - All Southern African countries have adopted some necessary legislative and other measures to combat terrorism.	1
"Recalling the adoption of resolution 2122, and reaffirming its intention to intensify its attention to issues relating to women, peace and security in all relevant thematic areas of work on its agenda, including in the context of threats to international peace and security posed by terrorist acts,"	1
"Consequently, arms trafficking networks have had to be more cautious regarding the movements of arms shipments from Yemen to Somalia via the Gulf of Aden."	1
B - The case of the transitional federal government and the opposition: military reinforcement	1
"In many settings, refugee or internally displaced women are taking on new roles and opportunities for positive change must be built upon and supported."	1
"Recalls the conclusions endorsed by the Security Council Working Group on Children and Armed Conflict in [the country concerned]â¦, calls upon all parties to desist serious violations and attacks against children in [the country concerned], and urges the Governmentâ¦ to prepare and implement a plan Concrete, practical and time-bound action to stop the recruitment and use of children, and requests the Secretary-General to continue to engage in dialogue with the Government... in this regard, and reiterates its request to the Secretary-General to strengthen the child protection component of [the Mission] and to ensure continued monitoring of the situation of children in [the country concerned] ] and reporting it;"	1
"âThe Security Council calls upon all States, the International Maritime Organization, the International Labor Organization and other relevant international organizations and agencies to take, as appropriate, the necessary measures to prevent kidnapping and measures to protect the interest and well-being of seafarers who are victims of pirates, or to recommend such measures, whether in During captivity, by providing medical and other humanitarian assistance, or after their release from captivity, including post-accident care and social reintegration, the Council takes note in this regard of proposals for a hostage support program developed by the United Nations - UNOPS and UNOPS On drugs and crime."	1
"2 - This meeting comes in implementation of the decision according to which the two heads of state, His Excellency Mr. Abdelaziz Bouteflika, President of the Peopleâs Democratic Republic of Algeria, and His Excellency Mr. Ibrahim Boubacar Keita, President of the Republic of Mali, established this mechanism, as a strategic tool to follow up and implement the measures that the two parties consider to be This would contribute to the pursuit of a peaceful and lasting solution to the problems of northern Mali."	1
"The Council expresses its deep concern that civilians continue to constitute the majority of victims of acts of violence committed by parties to armed conflicts, including those resulting from deliberate targeting, indiscriminate and excessive use of force, and sexual and gender-based violence."	1
"However, the common thread linking virtually all of these regions was the urgent need to secure sufficient resources for state institutions and national security forces in sufficient numbers of adequately trained personnel and equipment, as well as the logistical support and infrastructure necessary to provide state services."	1
"As a result, some Committee members who do not have information about a name, and who were not party to the consultations, may feel marginalized in the decision-making process; But although there might have been a more open exchange of views at Committee meetings, all members had the option, which they frequently exercised, of requesting further details that they considered important."	1
"(g) The need to take precautions to minimize losses and damage resulting from attacks, including the need for each party to do everything in its power to ensure that targets are military objectives and to choose means or methods of combat that minimize loss of civilian life ();"	1
32. The Mission continued its work to raise awareness among staff on the United Nations Statutes and Rules on the Prevention of Sexual Exploitation and Abuse.	1
"57 - The self-interest of those who oppose the establishment of a real government has remained one of the constant facts, and the monitoring team revealed in its two previous reports the details of this basic problem that Somalia suffers from. This problem still exists, and the main topic of this report has become the continuing trend towards an escalation in the potential for violence to erupt within a pattern based on protecting entrenched vested interests."	1
"âThe Security Council stresses the importance of the parties to the Comprehensive Peace Agreement being able to make rapid progress towards organizing the Abyei referendum, resolving the outstanding issues regarding the Comprehensive Peace Agreement, and resolving the critical issues remaining after the referendum in a peaceful manner to the benefit of all parties, including the issues of borders, security, citizenship, debt, assets and currency.â and natural resources."	1
Progress made in eliminating the Syrian chemical weapons program	1
"Therefore, it is not surprising that many Member States see the Internet as a key issue in combating the spread of Al-Qaeda-related terrorism and the threat it represents."	1
"âThe Security Council urges Member States to improve bilateral, international, regional and subregional cooperation and prevent the travel of foreign terrorist fighters from or through their territories, including by increasing the exchange of information for the purpose of identifying foreign terrorist fighters, understanding their travel patterns, and exchanging practices in the field of traveler risk assessment based on evidence, and border screening, noting the need to address the challenges posed by the evasive travel routes used by foreign terrorist fighters."	1
"The evaluators were unable to study the impact of the restructuring of the Armed Forces of the Democratic Republic of the Congo, which is still ongoing."	0
"Specific reference was made to the issue of arms during the meeting on 21 May, as set out in paragraph 93."	1
Council members stated that the United Nations must play a leadership role in the international response to the needs of Libya after the end of the conflict.	1
"17 - Demands that all parties to the Goma and Nairobi processes respect the ceasefire and implement their obligations effectively and in good faith, and calls on all members of armed groups to immediately lay down their arms and surrender themselves, without further delay and without preconditions, to the Congolese authorities and the United Nations Organization Mission in the Republic of the Congo democracy for their disarmament, repatriation, resettlement and/or reintegration, as appropriate;"	1
:: Redrawing the details of Mr. Haririâs actions and whereabouts before the explosion	1
"In other words, the fight against terrorism should be a joint, comprehensive and long-term effort."	1
"In July 2009, a workshop will be held for CARICOM member States on drafting responses to the three Security Council committees on counter-terrorism."	1
"Despite the decision taken during the National Dialogue in 2006, which was reaffirmed in subsequent National Dialogue meetings, no progress was made regarding the dismantling of the military bases maintained by the Popular Front for the Liberation of Palestine - General Command headquartered in Damascus and the opening of the Intifada in the country. ."	1
":: And directing an appeal to the Security Council to establish, in agreement with the African Union, an international force to neutralize armed groups, support national reconciliation, and establish stable democratic institutions in Libya."	1
"In particular, it recommends that the Committee amend paragraph 6 (1) of its guidelines so that each year it automatically reviews the names of individuals confirmed dead, as well as any names selected by the Committee from the pool of entries that have not been updated in four or more years, which No committee member specifically requested that the name of one of the persons reported dead not be considered."	1
"Their terrorist work includes a wide range of activities that include: bomb attacks, including suicide bombings, hostage-taking leading to death, bomb-making, terrorist espionage operations, terrorist training, forging documents, and providing a number of means of financial and material support, including financing and monitoring. A website used to publish data and images related to Al-Qaeda."	1
"Many were subjected to horrific treatment, and many were summarily executed."	1
"The number of people placed in centers for treatment or to receive additional food is slowly decreasing, although malnutrition rates remain high in some locations."	0
"8. The Committee, in close cooperation with the Committee established under resolution 1267 (1999) and the Committee established under resolution 1540 (2004), and in line with its mandate, will pay particular attention to States that have delayed the provision of relevant information to them, and will discuss how to best address this issue Possible way."	1
"Although the influence of al-Qaeda's leadership core on operations has diminished since the deaths of Osama bin Laden and a number of other key leaders, the organization's networks continue to evolve into an ever more complex phenomenon based on an internationally diverse array of supporters and active fighters."	1
Condemn acts of sexual violence committed in the context of and related to armed conflict and call for their immediate cessation.	1
"On March 15, 2005, secret unloading operations took place at the fruit loading station for ships registered in Greece and Panama without submitting a declaration to the customs and police authorities."	1
"The July disarmament campaign led to the killing of 4 Shulluk youth and the detention of 11 of them, who remain in SPLA custody to date, as well as reports of SPLA looting of homes and livestock."	1
"âThe Security Council takes note of the important role that civil society, including womenâs organizations, can play in the prevention and resolution of armed conflicts, peacebuilding efforts and post-conflict situations, and encourages the international community, regional organizations and concerned Member States to enhance the active participation of those And its effective contribution in various roles, where appropriate, with a view to implementing resolution 1325 (2000)."	1
Most of the petitioners wore the uniform of the Armed Forces of Timor-Leste. They were not armed.	0
