mcc,eval_loss,acc,prec_micro,prec_macro,rec_micro,rec_macro,f1_micro,f1_macro,data_name,model_name,seed,train_batch_size,epoch
0.5810532428173701,0.8646170232031081,0.6677814938684504,0.6677814938684504,0.6676302552025775,0.6677814938684504,0.6606926165440097,0.6677814938684504,0.6625408299684663,AR_EN_DEEPL_MultiClass,ConfliBERT-cont-uncased,123,8,1
0.5996580775226921,0.9011221594280667,0.6800445930880713,0.6800445930880713,0.6795584734220987,0.6800445930880713,0.6794523670065465,0.6800445930880713,0.6753837822463773,AR_EN_DEEPL_MultiClass,ConfliBERT-cont-uncased,123,8,2
0.5814607839662816,1.0652567744255066,0.6655518394648829,0.6655518394648829,0.6705663339695702,0.6655518394648829,0.6669412269412269,0.6655518394648829,0.6649965160924773,AR_EN_DEEPL_MultiClass,ConfliBERT-cont-uncased,123,8,3
0.587738142762188,1.5162897904713948,0.673355629877369,0.673355629877369,0.6713348899098692,0.673355629877369,0.6654749486328434,0.673355629877369,0.6675611746328849,AR_EN_DEEPL_MultiClass,ConfliBERT-cont-uncased,123,8,4
0.5670064321495364,1.6996876928541396,0.6566332218506131,0.6566332218506131,0.6589647622482099,0.6566332218506131,0.6488110312878115,0.6566332218506131,0.651401344105149,AR_EN_DEEPL_MultiClass,ConfliBERT-cont-uncased,123,8,5
0.5880165010931354,0.8787717620531718,0.6722408026755853,0.6722408026755853,0.6830303483140278,0.6722408026755853,0.6609225501485564,0.6722408026755853,0.6666257251002536,AR_EN_DEEPL_MultiClass,ConfliBERT-cont-uncased,124,8,1
0.600773932051086,0.920336385567983,0.6755852842809364,0.6755852842809364,0.6943158347649717,0.6755852842809364,0.6724501635647145,0.6755852842809364,0.6672642259216225,AR_EN_DEEPL_MultiClass,ConfliBERT-cont-uncased,124,8,2
0.5761804534931805,1.059625764687856,0.6633221850613155,0.6633221850613155,0.6694019151848133,0.6633221850613155,0.6502249927946522,0.6633221850613155,0.6525311782168007,AR_EN_DEEPL_MultiClass,ConfliBERT-cont-uncased,124,8,3
0.6147207467325616,1.3840212954415216,0.6945373467112598,0.6945373467112598,0.6958799716690224,0.6945373467112598,0.6860604346053263,0.6945373467112598,0.6898939086503879,AR_EN_DEEPL_MultiClass,ConfliBERT-cont-uncased,124,8,4
0.6106798900351317,1.571464631292555,0.6911928651059086,0.6911928651059086,0.6886794372802999,0.6911928651059086,0.6844337127928459,0.6911928651059086,0.6858766192051392,AR_EN_DEEPL_MultiClass,ConfliBERT-cont-uncased,124,8,5
0.5729175414019007,0.9344941245185004,0.6588628762541806,0.6588628762541806,0.7041605418154476,0.6588628762541806,0.6323871416750674,0.6588628762541806,0.637686968830238,AR_EN_DEEPL_MultiClass,ConfliBERT-cont-uncased,125,8,1
0.5896258964302671,0.8945809205373129,0.6744704570791528,0.6744704570791528,0.676477821307888,0.6744704570791528,0.6593841386720645,0.6744704570791528,0.662212546436567,AR_EN_DEEPL_MultiClass,ConfliBERT-cont-uncased,125,8,2
0.5840361846847976,1.026998433801863,0.6700111482720178,0.6700111482720178,0.6777964841643369,0.6700111482720178,0.6563312892724656,0.6700111482720178,0.6629549723175966,AR_EN_DEEPL_MultiClass,ConfliBERT-cont-uncased,125,8,3
0.5920302632343435,1.4324999517864652,0.6767001114827201,0.6767001114827201,0.6786152579517062,0.6767001114827201,0.6658257859805848,0.6767001114827201,0.6702950126398864,AR_EN_DEEPL_MultiClass,ConfliBERT-cont-uncased,125,8,4
0.6046404806872568,1.6339379813936021,0.6867335562987736,0.6867335562987736,0.6835531972019302,0.6867335562987736,0.6777630217568298,0.6867335562987736,0.6797487815225143,AR_EN_DEEPL_MultiClass,ConfliBERT-cont-uncased,125,8,5
0.588822324674187,0.8899057110150655,0.6711259754738016,0.6711259754738016,0.7025956127480567,0.6711259754738016,0.6589760968398739,0.6711259754738016,0.6650500551593336,AR_EN_DEEPL_MultiClass,ConfliBERT-cont-uncased,126,8,1
0.6119237260500946,0.8523451156086392,0.6911928651059086,0.6911928651059086,0.6870241471747555,0.6911928651059086,0.6879073810652757,0.6911928651059086,0.6858884149265518,AR_EN_DEEPL_MultiClass,ConfliBERT-cont-uncased,126,8,2
0.585267884016052,1.0904369155565898,0.6711259754738016,0.6711259754738016,0.6758342879319934,0.6711259754738016,0.6598845550548337,0.6711259754738016,0.6637929414183757,AR_EN_DEEPL_MultiClass,ConfliBERT-cont-uncased,126,8,3
0.5610640383283996,1.5396779775619507,0.6521739130434783,0.6521739130434783,0.650866657181625,0.6521739130434783,0.6427086529253712,0.6521739130434783,0.6449472792913485,AR_EN_DEEPL_MultiClass,ConfliBERT-cont-uncased,126,8,4
0.5679423575851139,1.7377623054716322,0.6577480490523969,0.6577480490523969,0.6577171625831653,0.6577480490523969,0.648108559687507,0.6577480490523969,0.6516068516550634,AR_EN_DEEPL_MultiClass,ConfliBERT-cont-uncased,126,8,5
0.5802273106633282,0.9354566203223335,0.6577480490523969,0.6577480490523969,0.6734826433986862,0.6577480490523969,0.6711283641005004,0.6577480490523969,0.6571675439685896,AR_EN_DEEPL_MultiClass,ConfliBERT-cont-uncased,127,8,1
0.6121302047740028,0.8806160688400269,0.6889632107023411,0.6889632107023411,0.706937994233917,0.6889632107023411,0.6751379375837581,0.6889632107023411,0.6779396282305259,AR_EN_DEEPL_MultiClass,ConfliBERT-cont-uncased,127,8,2
0.6126894946769379,1.0934258302052815,0.6923076923076923,0.6923076923076923,0.6867289005933186,0.6923076923076923,0.6890292902367205,0.6923076923076923,0.687194361615614,AR_EN_DEEPL_MultiClass,ConfliBERT-cont-uncased,127,8,3
0.5805534116850203,1.429457836680942,0.6666666666666666,0.6666666666666666,0.6698745875057032,0.6666666666666666,0.6586018968991105,0.6666666666666666,0.6612510295185158,AR_EN_DEEPL_MultiClass,ConfliBERT-cont-uncased,127,8,4
0.5779826139930768,1.711793515417311,0.6655518394648829,0.6655518394648829,0.6670382554534003,0.6655518394648829,0.658058022640066,0.6655518394648829,0.6610255065798707,AR_EN_DEEPL_MultiClass,ConfliBERT-cont-uncased,127,8,5
0.5891466197933797,0.8772235380278693,0.673355629877369,0.673355629877369,0.68707780221679,0.673355629877369,0.6634833506660132,0.673355629877369,0.6704877435652185,AR_EN_DEEPL_MultiClass,ConfliBERT-cont-uncased,128,8,1
0.5865507597128534,0.9420243369208442,0.6700111482720178,0.6700111482720178,0.6671054981556785,0.6700111482720178,0.6693989743834946,0.6700111482720178,0.6650283435572237,AR_EN_DEEPL_MultiClass,ConfliBERT-cont-uncased,128,8,2
0.6068891678753807,1.0612841844558716,0.6878483835005574,0.6878483835005574,0.6864753629845197,0.6878483835005574,0.6825419138731832,0.6878483835005574,0.6832826031486352,AR_EN_DEEPL_MultiClass,ConfliBERT-cont-uncased,128,8,3
0.5844484556936207,1.4703416691886053,0.6700111482720178,0.6700111482720178,0.6751506219211064,0.6700111482720178,0.6597459865880918,0.6700111482720178,0.662840517706259,AR_EN_DEEPL_MultiClass,ConfliBERT-cont-uncased,128,8,4
0.5800210000233834,1.7077025572458904,0.6666666666666666,0.6666666666666666,0.6632050068071549,0.6666666666666666,0.6606852584561562,0.6666666666666666,0.6611728652048395,AR_EN_DEEPL_MultiClass,ConfliBERT-cont-uncased,128,8,5
0.5740973554363238,0.9106732209523519,0.6566332218506131,0.6566332218506131,0.6585165270084693,0.6566332218506131,0.6592002528844635,0.6566332218506131,0.6471253454652597,AR_EN_DEEPL_MultiClass,ConfliBERT-cont-uncased,129,8,1
0.5980190476103897,0.892249153720008,0.6811594202898551,0.6811594202898551,0.6760527051541297,0.6811594202898551,0.6742292934243399,0.6811594202898551,0.6744538393808619,AR_EN_DEEPL_MultiClass,ConfliBERT-cont-uncased,129,8,2
0.5795623009865547,1.0878502527872722,0.6655518394648829,0.6655518394648829,0.6626718992516983,0.6655518394648829,0.6599162585849891,0.6655518394648829,0.6586615511183389,AR_EN_DEEPL_MultiClass,ConfliBERT-cont-uncased,129,8,3
0.5882003735765535,1.4264155560069613,0.673355629877369,0.673355629877369,0.6741917016595986,0.673355629877369,0.6662706448155364,0.673355629877369,0.6693445645059265,AR_EN_DEEPL_MultiClass,ConfliBERT-cont-uncased,129,8,4
0.583738863702774,1.6223500702116225,0.6700111482720178,0.6700111482720178,0.6688565201109103,0.6700111482720178,0.6594250730164043,0.6700111482720178,0.6625581416096977,AR_EN_DEEPL_MultiClass,ConfliBERT-cont-uncased,129,8,5
0.5757820649387395,0.9345056745741103,0.6610925306577481,0.6610925306577481,0.6974536871120008,0.6610925306577481,0.641192528220392,0.6610925306577481,0.6466486180883987,AR_EN_DEEPL_MultiClass,ConfliBERT-cont-uncased,130,8,1
0.5895166372537901,0.890776150756412,0.6722408026755853,0.6722408026755853,0.6809783765691348,0.6722408026755853,0.6590252658673711,0.6722408026755853,0.6586118873701785,AR_EN_DEEPL_MultiClass,ConfliBERT-cont-uncased,130,8,2
0.5584885267131375,1.1412663790914748,0.6465997770345596,0.6465997770345596,0.6718998721582647,0.6465997770345596,0.6280674393987088,0.6465997770345596,0.6308744058555572,AR_EN_DEEPL_MultiClass,ConfliBERT-cont-uncased,130,8,3
0.6024233363851872,1.3419606023364596,0.6845039018952063,0.6845039018952063,0.6786838642483756,0.6845039018952063,0.6780787288836825,0.6845039018952063,0.6779042276229286,AR_EN_DEEPL_MultiClass,ConfliBERT-cont-uncased,130,8,4
0.6008341100448509,1.5354532533221774,0.6833890746934225,0.6833890746934225,0.6822457093856734,0.6833890746934225,0.6766475940779346,0.6833890746934225,0.6785423890775502,AR_EN_DEEPL_MultiClass,ConfliBERT-cont-uncased,130,8,5
0.5593103409820378,0.9215676188468933,0.6454849498327759,0.6454849498327759,0.6727914415142928,0.6454849498327759,0.6296851296232101,0.6454849498327759,0.6260566181649674,AR_EN_DEEPL_MultiClass,ConfliBERT-cont-uncased,131,8,1
0.6028615135392102,0.9042277468575372,0.6845039018952063,0.6845039018952063,0.6795174056207692,0.6845039018952063,0.678088544094736,0.6845039018952063,0.6781306855449044,AR_EN_DEEPL_MultiClass,ConfliBERT-cont-uncased,131,8,2
0.5837625931699144,1.1643809874852498,0.6688963210702341,0.6688963210702341,0.6678923943440073,0.6688963210702341,0.6573080422306429,0.6688963210702341,0.6564823294545916,AR_EN_DEEPL_MultiClass,ConfliBERT-cont-uncased,131,8,3
0.57956296198849,1.4854719241460164,0.6666666666666666,0.6666666666666666,0.664746636488321,0.6666666666666666,0.6594366546998126,0.6666666666666666,0.661479880310193,AR_EN_DEEPL_MultiClass,ConfliBERT-cont-uncased,131,8,4
