en	Relevant
"60. Under the overall guidance of the Mission's headquarters, the heads of the regional offices of MONUC are responsible for developing and implementing regional action plans for the prevention of sexual exploitation and abuse in their respective areas."	1
"Noting with concern the continued threat posed to international peace and security ten years after the adoption of resolution 1267 (1999) by Al-Qaida, Usama bin Laden and the Taliban, and other individuals, groups, undertakings and entities associated with them, and reaffirming its resolve to address all aspects of that threat,"	1
"Respect for the property rights of refugees and displaced persons, without adverse distinction on the basis of gender, age or other status."	0
I also recognize the countries contributing troops and police to MONUSCO.	1
18. The joint communiqué committed the Government to implement a moratorium on access restrictions for all humanitarian work in Darfur and remove various obstacles to humanitarian work.	1
"The victim, who has been raped 14 times over the period of one week, provided the following information:"	1
"He also stressed the risk that the conflict might escalate with the resumption of the migration period, elections and the absence of dialogue."	1
"The Special Representative stressed that a healthy and functioning justice sector as well as social peace, stability and security were prerequisites for sustainable gains in the areas of governance and economic development."	0
"Recognizing the importance of local communities, private sector, civil society and media in increasing awareness about the threats of terrorism and more effectively tackling them,"	1
"58. In the absence of a referral medical facility in Bamako, MINUSMA took immediate action to ensure that appropriate medical bridging capabilities were available to United Nations staff while establishing a United Nations level II clinic to replace the services previously provided by Clinique Pasteur."	1
"16. An independent website was established for the Office of the Ombudsperson (http://www.un.org/en/sc/ombudsperson/). The website provides key information on the operations of the Office, including a description of the procedure to consider delisting requests and general directions on the content of applications submitted to the Ombudsperson."	1
"For inter-ethnic crime, the law enforcement mechanism is also weak."	1
"Call on States to comply with their obligations to investigate, search for, prosecute or extradite persons suspected of committing genocide, war crimes, crimes against humanity or other serious violations of international law, including international humanitarian law, human rights law and refugee law, irrespective of their status or political affiliation."	1
"However, the situation remained precarious for many others, with an escalation in the seriousness -- if not the frequency -- of ethnically motivated attacks."	1
The third factor is the weak presence of the police. The fourth factor is the interference of foreign actors in the situation in Darfur.	1
"In July 2005, 93 per cent of detainees were in pretrial detention, and the figure could now be even higher."	1
Counsel has limited time to cross-examine prosecution witnesses and to examine defence witnesses and there are restrictions for visiting the accused in detention to facilitate the preparation of his defence.	0
"Council members were concerned at reports of an armed forces of the Congo offensive in Equateur Province, and called for an immediate end to the fighting, and for all sides to exercise restraint."	1
":: Industry requires clearer, standardized and harmonized legislation, particularly regarding export control lists, to facilitate compliance without hampering business procedures"	0
"1. Condemns the violent extremism, which can be conducive to terrorism, sectarian violence, and the commission of terrorist acts by foreign terrorist fighters, and demands that all foreign terrorist fighters disarm and cease all terrorist acts and participation in armed conflict;"	1
The report takes into account both the recent evolution of the global terrorist threat and the generally enhanced understanding of good counter-terrorism practices by national and international practitioners.	1
I therefore call on donors to ensure that assistance to demobilized ex-combatants continues and that reintegration activities proceed without disruption.	1
"46. The Counter-Terrorism Committee and its Executive Directorate should: (a) Engage more actively with the relevant regional organizations (African Union, East African Community, Eastern Africa Police Chiefs Cooperation Organization, Eastern and Southern African Anti-money-laundering Group and IGAD Capacity Building Program Against Terrorism and focus on activities geared towards overcoming deficiencies and improving implementation of the resolution;"	1
"At about 5 p.m. on the same day, witnesses from Anka observed between 300 and 400 Janjaweed on foot, and another 100 Janjaweed on camels and horseback, advancing towards Anka from the direction of Barey."	1
"When approving a United Nations operation, the Council should take into account the essential role of military and civilian police in assisting the stabilization of crises situations and the maintenance of security."	1
248. Many of the ground and air attacks on villages resulted in the indiscriminate killing of civilians.	1
"Even if the incidents had been reported to the police, the perpetrators appeared to enjoy impunity and the attacks against women continued."	1
"The offender shall be punished by imprisonment for a term of six months to five years or by a fine or by a ban on professional activities,"	0
"50. Complex criminal investigations into piracy and criminal networks involved in piracy are under way, with a focus on leaders, financiers and organizers."	1
Sanctions list of the Security Council Committee established pursuant to resolution 1718 (2006)	1
He informed President Lahoud and General Ghazali about the blast at the time of its occurrence [witness statement].	1
"In addition, one is suspected of having participated in the illegal detention of civilians and two are suspected in the murder of civilians, which are crimes against humanity."	1
The curriculum examines human rights questions typically arising in the various stages of the criminal justice process in terrorism cases.	1
That is mainly because terrorism has an evolving nature.	1
"At the 7109th meeting of the Security Council, held on 12 February 2014, in connection with the Council's consideration of the item entitled ""Protection of civilians in armed conflict"", the President of the Security Council made the following statement on behalf of the Council:"	1
"27. Owing in part to the vast expanse of Western Sahara, it has not been possible to obtain a comprehensive picture of the number of accidents related to mines and explosive remnants of war in the Territory."	1
"When the attack occurred, the women ran to a wadi, where the army surrounded them."	1
"This strategy would be targeted, primarily and most importantly, at Member States. However, it would also be targeted at international organizations, universities, think-tanks and the general public."	0
"This came about as a consequence of the priority to proceed with structural police reform, given to Bosnia and Herzegovina by the European Commission, after the failure of Bosnia and Herzegovina to reach an agreement on accession to the European Union."	1
"- terrorists must also be prevented from making use of other criminal activities such as transnational organized crime, illicit drugs and drug trafficking, money-laundering and illicit arms trafficking;"	1
"Encourage United Nations peacekeeping and other relevant missions authorized by the Security Council, as appropriate and on a case-by-case basis, to support domestic mechanisms for addressing housing, land and property issues or their establishment by national authorities."	1
"Remember, this was early 2000, before the Rome Statute had entered into force, and Ethiopia had not signed or ratified it."	0
"On 14 September, following the adoption of Security Council resolution 1546 (2004), the Special Representative of the Secretary-General, Ashraf Jehangir Qazi, as well as the Permanent Representative of the United States of America, Ambassador John Danforth, briefed the Security Council on UNAMI and the activities of the Multinational Force (MNF) in Iraq, respectively."	0
"This was possible in large part because of the leadership of Prime Minister Gusmão, as well as the cooperation of all political parties represented in the parliament, including the opposition, who demonstrated their willingness to move forward on a priority national issue."	1
Calls on [the affected State to facilitate] international relief for the humanitarian disaster by means of a moratorium on all restrictions that might hinder the provision of humanitarian assistance and access to affected populations.	1
The opposition used arms purchased at BAM to fight TFG in the battle for control of the strategically important town of Baidoa (Bay region).	1
"28. In view of the prevailing situation, I believe that MINURSO continues to play an important stabilizing and ceasefire monitoring role on the ground and would like to recommend that its mandate be extended for a further period of six months, until 30 April 2006."	1
"Observers consequently pointed out the need for the training of lawyers and judicial and law enforcement personnel, as well as the importance of establishing credible guarantees of independence from pressures and intimidations that could be exerted by clan members and ethnic communities."	1
"3. Recalls that criminal acts, including against civilians, committed with the intent to cause death or serious bodily injury, or taking of hostages, with the purpose to provoke a state of terror in the general public or in a group of persons or particular persons, intimidate a population or compel a government or an international organization to do or to abstain from doing any act, which constitute offences within the scope of and as defined in the international conventions and protocols relating to terrorism, are under no circumstances justifiable by considerations of a political, philosophical, ideological, racial, ethnic, religious or other similar nature, and calls upon all States to prevent such acts and, if not prevented, to ensure that such acts are punished by penalties consistent with their grave nature;"	1
Other testimony stressed the summary executions of individuals said to have committed thefts in MPCI-controlled areas.	1
"The Counter-Terrorism Committee Executive Directorate is also leading a three-year global initiative, on behalf of the Counter-Terrorism Implementation Task Force Working Group on Tackling the Financing of Terrorism and with the support of several donor States and organizations, to develop a common understanding of sound practices to counter terrorist financing through the sector."	1
"While greater international cooperation on law enforcement, intelligence and diplomatic fronts, and improved border control systems in Member States, have all made terrorist travel more difficult, the key to successful implementation of the sanctions regime is the amount of accurate detail on the Consolidated List."	1
"- To contribute, as appropriate, to the development by the Ivorian authorities of the capacities of the police and gendarmerie, in particular through crowd control training, and to restoring their presence throughout [the affected country]."	1
"Another State stressed the importance of a community-based approach, noting that well-informed families, local communities and local institutions were the most effective defences against violent extremist ideologies."	1
"Stressing that terrorism can only be defeated by a sustained and comprehensive approach involving the active participation and collaboration of all States, and international and regional organizations to impede, impair, isolate and incapacitate the terrorist threat,"	1
"These issues require careful consideration, especially since measures that are vague or overbroad run the risk of being counterproductive."	0
"The fact-finding mission was of the opinion that, since the credibility of the Lebanese authorities conducting the investigation was questioned, an international independent investigation should be set up to establish the truth."	1
The team was composed of seven experts specializing in post-blast investigations.	1
"The electoral campaign, which had just begun, was governed by the Electoral Law and Regulations from the Joint Electoral Management Body and monitored by international observers."	1
"As noted above, these groups were allowed to march in December 2003 during a previous ban on demonstrations."	1
"Similarly, in terms of recipients of reparations, it was important to look beyond individual victims and also consider affected communities."	1
There is also a need to guard more effectively against the misuse of non-profit organizations while ensuring that regulation is proportionate to the risk and not arbitrarily applied.	0
"However, the Panel of Experts produced a strong, credible report, and for the first time an international body acknowledged the extent of human rights abuses committed in the last days of Sri Lanka's brutal conflict, when at least 10,000 civilians were killed."	1
"Contrary to persistent rumour, there is no evidence that PNTL officers, including those armed and given uniforms by F-FDTL, were involved in the shooting."	1
"27. Furthermore, several States have established stopgap measures that allow their officials to implement sanctions under a Security Council listing even before national validation processes have been completed."	1
":: Continue to develop initiatives to prohibit and prevent incitement, identify best practices and exchange information, bearing in mind the need to ensure that all relevant measures comply with their international legal obligations, including human rights obligations."	1
"31. Encourages States to submit delisting requests for individuals that are officially confirmed to be dead, particularly where no assets are identified, and for entities reported or confirmed to have ceased to exist, while at the same time taking all reasonable measures to ensure that the assets that had belonged to these individuals or entities have not been or will not be transferred or distributed to other individuals, groups, undertakings and entities on the Al-Qaida Sanctions List;"	1
"The review process has resulted in the confirmation of listing of all individuals who, while not listed solely on this basis, are primarily known for their role in providing ideological justification for Al-Qaida-related violence to new recruits or to a wider audience. This is despite the fact that the sanctions measures themselves have little if any impact on their key tool: the ability to communicate and persuade via the Internet."	1
"Noticeable results have been achieved only in pick-up zone 6, where the percentage of minorities is very close to the 10 per cent goal of the Special Representative."	0
"151. Others, such as WGIG, while recognizing the advantages of such measures for law enforcement, believe that the introduction of mandatory regulation could violate basic human rights."	1
"I have the honour to transmit herewith the report of the Security Council Committee established pursuant to resolution 2140 (2014), containing an account of the Committee's activities from 26 February to 31 December 2014."	0
"""The Security Council underlines the continued need to take measures to prevent and suppress the financing of terrorism and terrorist organizations, reiterates Member States' obligations in this regard, including effective implementation of such measures, and acknowledges the important work of the United Nations entities and other multilateral organizations, in particular the Financial Action Task Force."	1
"On behalf of the Security Council Committee established pursuant to resolution 1540 (2004), I have the honour to refer to paragraph 9 of Security Council resolution 1810 (2008) and to transmit herewith a decision of the Committee regarding the extension of its ninth programme of work until 25 April 2011:"	0
"That the prohibition of torture in customary international law has such a legal nature was held by the International Tribunal for the Former Yugoslavia in Furundžija (at para. 144, and paras. 153-157), by the House of Lords in Pinochet, and also affirmed by the United Nations Special Rapporteur on Torture."	1
3. Members of death squads must be identified and brought to justice;	1
"Noting the work of the Global Counterterrorism Forum (GCTF), in particular its publication of several framework documents and good practices, including in the areas of countering violent extremism, criminal justice, kidnapping for ransom, providing support to victims of terrorism, and community-oriented policing, to complement the work of the relevant United Nations counterterrorism entities in these areas, and encouraging CTED to continue its interaction with GCTF, in its work with Member States to promote the full implementation of resolutions 1373 (2001) and 1624 (2005),"	1
":: 2 June 2005, journalist Samir Kassir is killed when his car explodes in east Beirut."	1
"The three information-sharing centres established in Sana'a, Mombasa (Kenya) and Dar es Salaam (United Republic of Tanzania) manage a network of focal points throughout the region, including in Somalia, providing information on piracy activity and dhow movements."	1
"Reaffirms the unacceptability of the demographic changes resulting from the conflict, reaffirms also the inalienable rights of all refugees and internally displaced persons affected by the conflict, and stresses that they have the right to return to their homes in secure and dignified conditions..."	1
":: Undertake further examination in areas where the initial examination of reports revealed gaps in information or implementation related to all aspects of the resolution encompassing all measures required, for each type of weapon, or their respective means of delivery, and for the materials related to them, including amending the matrices where helpful"	1
"Following a painstaking investigation, the United States Government ascertained that Ahmed Abu Khattalah was a key figure in those armed attacks."	1
"Urges Members States, in accordance with the United Nations Programme of Action on Small Arms and Lights Weapons to Prevent, Combat and Eradicate the Illicit Trade in Small Arms and Light Weapons, to take effective action through, inter alia, conflict resolution and the development and implementation of national legislation, in a manner which is consistent with existing responsibilities of States under relevant international law, to control the illicit trade of small arms to parties in armed conflict that do not respect fully the relevant provisions of applicable international law relating to the rights and protection of children in armed conflict."	1
He considered it imperative that the whereabouts of those missing persons be clarified and those responsible held accountable.	1
390. As noted above under customary international law the crime of plunder or pillage is a war crime.	0
"The Commission recommends further that of the persons who received the F-FDTL weapons on 24 and 25 May, only those who used the weapons in subsequent criminal activity be prosecuted."	1
Cross-border mineral and diamond trafficking has been at the heart of regionalized conflict dynamics in both West Africa and the Great Lakes region for many years.	1
"The establishment of the Joint Mission Analysis Cell has enabled MINUSTAH to considerably increase its capacity to analyse and share information throughout the Mission. However, MINUSTAH continued to lack access to reliable tactical intelligence."	1
":: 14 February 2005, Rafik Hariri and 22 other individuals are killed in a massive blast in a seafront area of central Beirut."	1
"States should strengthen their legal frameworks to criminalize the illicit manufacturing, possession and trafficking in small arms and explosives."	1
"12. Requests in particular that MONUC share information with the Group of Experts, especially on the support received by armed groups, on recruitment and use of children and on the targeting of women and children in situations of armed conflicts;"	1
"(a) Mamadou Cisse (who is close to the Rassemblement des Républicains party) and navy sergeant Tarine, said to have been detained since 20 September 2002;"	1
"I have the honour to transmit herewith the report of the Security Council Committee established pursuant to resolution 1970 (2011) concerning Libya, containing an account of the Committee's activities from 1 January to 31 December 2014."	0
"Decides that [regional organization force] is authorized to take all necessary measures, within its means and capabilities, to carry out the following tasks, in accordance with the agreement to be reached between the [regional organization] and the United Nations: ..."	1
"5. Declares that acts, methods, and practices of terrorism are contrary to the purposes and principles of the United Nations and that knowingly financing, planning and inciting terrorist acts are also contrary to the purposes and principles of the United Nations;"	1
"The Council intends to continue forcefully to fight impunity with appropriate means and draws attention to the full range of justice and reconciliation mechanisms to be considered, including national, international and `mixed' criminal courts and tribunals and truth and reconciliation commissions."	1
Provide a comprehensive training course for all country representatives on humanitarian issues with a focus on gender awareness.	1
"Since January, 444 FDLR combatants demobilized, including 259 Rwandans and 185 Congolese."	1
A similar operation carried out in Pristina on 18 November resulted in the arrest of six persons.	1
The Team sees this as a measure that would also make it harder for listed parties to benefit from nominee accounts.	0
"The authorities agreed that the ethnic Albanians had been the victims of social and institutional discrimination and accepted that confidence-building measures, such as the inclusion of ethnic Albanians in the local police force and increased representation in political structures, would go a long way towards decreasing tensions and towards longer-term stability in the region."	1
"Subsequent to the battle, the Monitoring Group obtained two metal ammunition containers and photographs of other ammunition containers that were alleged by Monitoring Group sources to have been provided by the State in question."	1
"Moreover, the gap between the positions of President Gbagbo and his ruling party, on one side, and those of the forces of the opposition, on the other, remains wide."	1
"61. There are a number of stabilization instruments and plans (STAREC, International Security and Stabilization Support Strategy, islands of stability) but there seems to be a lack of a common approach within the United Nations system itself."	1
"It will also lay a foundation for an effective firearms-control mechanism, which could help the authorities to manage weapon possession."	1
"187. Except in a few cases, the incidents are reported to have occurred without any military justification in relation to any specific activity of the rebel forces. This has strengthened the general perception among observers that the civilian population has been knowingly and deliberately targeted to achieve common or specific objectives and interests of the Government and the Janjaweed."	1
"""The Security Council stresses the need to address sustainably the root causes of the conflict in eastern DRC and reiterates its support for the implementation of the commitments under the Peace, Security and Cooperation (PSC) Framework for the Democratic Republic of Congo and the region, which is essential to achieving lasting peace and security in the Great Lakes region."	1
"In addition, MONUSCO should continue to protect United Nations personnel and assets and, consistent with its existing mandate, and provided sufficient aviation assets are made available, to contain violent acts that threaten the protection of civilians during the electoral period."	1
"Five States are not yet a party to the Firearms Protocol, but almost all have introduced OAS legislation criminalizing the illicit manufacturing, possession and trafficking of small arms and light weapons, ammunition and explosives."	1
"The Security Council recalls its resolution 2048 (2012) and, in this regard, reiterates its readiness to consider further measures, as it deems necessary, including targeted sanctions against individuals who undermine efforts to restore the constitutional order."	1
"Following the informal consultations, on 14 September, the Council unanimously adopted resolution 1560 (2004) presented by the German delegation, by which it extended the mandate of the United Nations Mission in Ethiopia and Eritrea (UNMEE) until 15 March 2005, approved the adjustments to UNMEE (including its presence and operations as recommended by the Secretary-General in his report, paras. 13-18), and requested the Secretary-General to continue to monitor the situation closely and to review the Mission's mandate in the light of progress achieved in the peace process and the changes made to UNMEE."	1
:: Reflections on when a situation constitutes a threat to international peace and security that warrants a referral to ICC	1
"463. A parliamentary committee to enhance peace, security and development in the Darfur States was established in accordance with National Assembly resolution 38 of December 2003, with a membership of some 59 people."	1
"He decided to return immediately to Timor-Leste. He attended a meeting at the residence of the Prime Minister at about 4 p.m. on 29 April 2006 with all those who had been present at 6 p.m. the day before. A decision was made to withdraw the F-FDTL forces from the city to the outskirts of Dili, but to continue joint Military Police and PNTL patrols within the city."	1
"Furthermore, procedural hurdles limit the victims' access to justice."	1
"With fuel smugglers earning profits in excess of 100 per cent, the smuggling networks have a vested interest in prolonging the conflict."	1
C. Support to persons affected by the conflict	1
"338. The findings of the Commission confirm that rape and sexual abuse were perpetrated during attacks by Janjaweed and soldiers. This included the joint attacks by Government soldiers and Janjaweed attacks on Dobo, Northern Darfur, around March 2004; Badi, Northern Darfur, around February 2004; and Adwa, Southern Darfur, in December 2004."	1
177. The courts and structures under the Constitution which have been established are still developing and the system remains heavily dependent upon international personnel performing line functions.	1
"Members of the Council, reaffirming their condemnation of this murderous attack on defenceless refugees, expressed their expectation that they would receive a final report on the investigation very soon."	1
"Officials also noted that small arms and light weapons, left over from earlier conflicts in the region, continue to be available."	1
"As the International Tribunal for the Former Yugoslavia Appeals Chamber rightly put it in Krstić (appeal), ""genocide is one of the worst crimes known to humankind, and its gravity is reflected in the stringent requirements of specific intent."	1
":: Office for the Coordination of Humanitarian Affairs, ""To stay and deliver: good practice for humanitarians in complex security environments"" (2011). This report sets out the increasingly difficult operating environment for humanitarian workers, recommendations on policy responses and references to relevant legal documents."	1
56. All States except one have taken some steps to set up a comprehensive counter-terrorism legal framework incorporating the terrorism-related offences.	1
"Attacks also occurred in 2001 and 2002, but the magnitude, intensity and consistency of the attacks increased noticeably early in 2003."	1
"For instance, Uzbekistan set out rules for internal control and established penalties for entities failing to report, and Turkmenistan and Uzbekistan introduced strict customer identification and record-keeping procedures."	1
"o On 9 November 2014, regime helicopters dropped multiple barrel bombs on Dael city, killing 6 people, including 2 children, in addition to damaging residential buildings."	1
"3. By its resolution 2140 (2014), the Security Council imposed an assets freeze and a travel ban, for an initial period of one year from the date of the adoption of the resolution, on individuals and entities engaging in or providing support for acts that threatened the peace, security or stability of Yemen."	1
"In the informal consultations that followed the meeting, the Under-Secretary-General, accompanied by the staff of MINUSMA, insisted that the threat was important, real and sophisticated, and that therefore everything had to be done to protect MINUSMA personnel under growing asymmetric threats and to strengthen the Mission's operational capacity in line with its mandate."	1
"1. The Security Council, in paragraph 4 of its resolution 1977 (2011), decided that the Committee established pursuant to resolution 1540 (2004) should submit an annual programme of work to the Council before the end of each May."	1
A number of contacts led to mere exchanges of views and/or statements of fact.	1
Uganda does not support any Congolese militia as alleged by the Permanent Representative of the Democratic Republic of the Congo.	1
"34. The disarmament, demobilization and reintegration programme must be completed, including the effective reintegration of former combatants."	1
"In 2006, over 324 children were taken in 136 incidents of group abduction with more than 210 abducted in November 2006 and the rest between May and December 2006."	1
"Council members later adopted a presidential statement (S/PRST/2004/38) in which they reiterated their commitment to a comprehensive and lasting settlement of the situation in Somalia, looked forward to the formation, in the near future, of a Transitional Federal Government inside Somalia, and commended States members of the Intergovernmental Authority on Development (IGAD), in particular the Government of Kenya, the African Union, as well as other countries and organizations for constructively supporting the Somali national reconciliation process."	1
"649. The Security Council should, however, act not only against the perpetrators, but also on behalf of victims."	1
"They urged Member States to contribute to the United Nations consolidated appeal for Somalia and all parties and armed groups in Somalia to ensure full, safe and unhindered access for the timely delivery of humanitarian assistance."	1
"To this end, the instrument needs to be promoted and its implications must be understood by relevant policymakers and practitioners."	0
"The mission went to Daloa by road, escorted by an Ivorian military detail."	1
"As a consequence, there are no accurate figures for the number of small arms and light weapons currently in circulation globally."	1
"Frequent calls for donations by the groups, and their claims to be unable to launch attacks for lack of money, have encouraged further emphasis on adding financiers to the List."	1
X. Human rights in the context of counter-terrorism	0
"89. The former Prime Minister stated that during the meeting he took the opportunity to discuss with the Minister of the Interior the need for a group of civilians to support the URP PNTL, but that there was no discussion about the provision of weapons or uniforms to such a group."	1
The military component continues to serve in extremely challenging conditions in the north.	1
"The inter-ethnic situation in Kosovo remains relatively calm, but unstable."	1
On the morning of 24 May eight F-FDTL soldiers conducting an observation patrol in the hills were attacked and contained by a group of armed persons from a higher position.	1
"Furthermore, under the International Covenant on Civil and Political Rights, even in a situation of public emergency no derogation from the prohibition of the use of torture can be made."	1
Ø Consider applying targeted and graduated measures against parties to armed conflict that commit grave violations against children in situations of armed conflict.	1
"It was not an easy task to operate in that environment, but UNDOF had evolved as a mission and had adjusted its operations to meet the challenges presented by the environment of internal conflict and clashes that have recently increased in intensity and severity."	1
"Propaganda is further used by the Democratic People's Republic of Korea to incite nationalistic hatred towards official enemies of the State, including Japan, the United States of America and the Republic of Korea, and their nationals."	1
"In one case a civilian was seized by the Janjaweed after an attack on his village, was kept in captivity in a Janjaweed camp and later shifted to military camp in the area."	1
"""The Security Council welcomes the progress made in preventing and responding to violations and abuses committed against children especially with regard to the signing of action plans by some parties as mentioned in the 9th report of the Secretary-General (S/2010/181)."	1
"Bearing in mind the special nature of resolution 1373 (2001), the continuing threats to peace and security caused by terrorism, the important role the United Nations and the Security Council must continue to play in the global fight against terrorism, the need to reinforce the Committee as the Security Council subsidiary body responsible in this area, and without setting a precedent for other bodies of the Security Council,"	1
"However, international human rights mechanisms have raised a number of concerns over violations allegedly committed by law enforcement and intelligence bodies in the course of investigations and interrogation."	1
"Further steps need to be taken, however, in criminalizing illicit manufacturing, possession and trafficking in small arms and light weapons, as well as explosives."	1
"""The Security Council requests the Secretary-General to reinforce cooperation between the United Nations and member States of the Central African Economic and Monetary Community (CEMAC) with a view to facilitating and strengthening initiatives aimed at addressing trans-border insecurity in the subregion and bringing to an end the violations by armed groups of the territorial integrity of the Central African Republic."	1
"As a result of the Ebola outbreak, Guinean security institutions shifted efforts towards containment of the outbreak."	1
":: Increasing cooperation and coordination with the Counter-Terrorism Committee and its Executive Directorate, the Committee established pursuant to resolution 1540 (2004) and all international agencies or organizations that have accumulated experience and specialized expertise in the fight against terrorism."	1
Terrorist use of the Internet for explosives instruction	1
"This case illustrates not only the occurrence of mass killings of civilians, but also of wrongful confinement accompanied by summary executions, rape and other abuses."	1
"23. East Africa has been the victim of terrorism in the past, and there is a high level of terrorist threat, due to continued political instability."	1
The international community will need strength to carry the status process forward.	1
"For durable regional peace to be realized, all the negative forces have to be comprehensively handled and forcibly disarmed."	1
"Worried about the absence hitherto of key armed movements from the negotiations, they have urged continued engagement with the Government and non-signatory movements to increase the inclusiveness of the peace process."	1
The Committee continued to consider three requests for exemptions: the first was related to a proposal by a United Nations specialized agency to provide technical assistance to the Islamic Republic of Iran; the second to a request received by a State from the Islamic Republic of Iran Mine Action Centre in which cooperation with that State in the field of mine action was proposed; and the third to a request that a State had received from the Islamic Republic of Iran for technical training for the Iranian armed forces.	1
"[S]tressing ... the urgency of implementing comprehensive security sector reform and of achieving as appropriate the disarmament, demobilization, reintegration (DDR) of [national] armed groups, and the disarmament, demobilization, repatriation, resettlement and reintegration (DDRRR) of foreign armed groups for the long-term stabilization of the [affected country], considering the need to create the security conditions for ensuring sustainable economic development, and stressing the importance of the contribution made by international partners in these fields."	1
"Reaffirming that terrorism in all forms and manifestations constitutes one of the most serious threats to international peace and security and that any acts of terrorism are criminal and unjustifiable regardless of their motivations, whenever and by whomsoever committed and remaining determined to contribute further to enhancing the effectiveness of the overall effort to fight this scourge on a global level,"	1
"The Sudan has also ratified Convention 182 of the International Labour Organization concerning the Prohibition and Immediate Action for the Elimination of the Worst Forms of Child Labour, which prohibits the forced or compulsory recruitment of children for use in armed conflict."	1
"""The Security Council welcomes the commitments made for continued efforts to repress piracy, including efforts by bilateral donors and regional and international organisations to strengthen the capacity of the relevant States to counter piracy and armed robbery at sea including through prosecution of those responsible for acts of piracy and armed robbery at sea and imprisonment of convicted pirates, and in this connection welcomes the important contribution of the Trust Fund Supporting Initiatives of States Countering Piracy off the Coast of Somalia and the IMO Djibouti Code of Conduct Trust Fund and urges both States and non-state sectors affected by piracy, most notably the international shipping community, to contribute to them."	1
"211. All States of this subregion have established operational financial intelligence units, although some are still working to improve capacity."	1
"The Security Council notes that United Nations multidisciplinary assessment teams, with the consent of the host States, could assist and support States in the separation of combatants and civilians."	1
"In March 2004, in Dobo village in Northern Darfur: ""They started burning everything and stealing our belongings."	1
"In addition, Ms. Bellamy introduced three child delegates to the Children's Forum -- Wilmot from Liberia, Eliza from Bosnia and Herzegovina, and Jose from East Timor -- who gave personal accounts describing the experiences of children caught in armed conflict and appealing for an end to war."	1
"(d) Prevent those who finance, plan, facilitate or commit terrorist acts from using their respective territories for those purposes against other States or their citizens;"	1
34. The presence of Palestinian armed groups outside the camps continues to challenge the ability of Lebanon to exercise full sovereignty over its territory.	1
"In these States, there is an awareness of the importance of cooperation, information-sharing and coordination among the various agencies and between the regional and national levels."	1
"The Council reminds States that they must ensure that any measures taken to combat terrorism comply with all their obligations under international law, in particular international human rights, refugee and humanitarian law."	1
"In many cases militias attacking ""African"" villages tend to use derogatory epithets, such as ""slaves"", ""blacks"", nuba, or zurga, which might imply a perception of the victims as members of a distinct group."	1
"Where possible, Governments work with their territories to encourage them to draft the appropriate domestic counter-terrorism laws, but improvements to these frameworks are needed in many cases."	1
"""The Security Council notes the mandates of the MONUSCO and the UN Mission in South Sudan (UNMISS) to help protect civilians in LRA-affected areas and support the disarmament, demobilisation and reintegration of LRA combatants in their respective countries."	1
"47. Two of the five States of the subregion have introduced comprehensive legislation covering the relevant terrorist offences, while two others have draft counter-terrorism laws that are either under consideration or pending adoption."	1
"Moreover, further research is needed to show that such programmes produce genuine, positive results as to the likelihood that such individuals will commit further acts of terrorism or incite others to commit such acts."	1
"49. Since MINURSO does not have a specific human rights mandate, it has no staff dedicated to monitoring human rights in the Territory or at the refugee camps near Tindouf."	0
"Moreover, the mode and pattern of aerial flights preceding attacks can in no way be construed as warning signals, as these were clearly part of the attack."	1
The Ombudsperson may engage in dialogue with these States to determine:	1
"This same prepaid card received a telephone call one minute after the blast, at 1257 hours, from a telephone booth located in Tripoli near a building housing the Syrian intelligence services. On 30 January a call was made to the landline at the home of Mr. Abu Adass from that same Tripoli phone booth."	1
"PNTL records show that one F2000 fully automatic machine gun and 2,000 rounds of ammunition were signed over to the Minister of the Interior by the PNTL General Commander."	1
"3. In the Declaration, in addition to reaffirming the importance of moving speedily towards the holding of elections in October, the parties agreed that the dismantling and disarmament of militias should be completed by 20 August, and that the Troika, comprising UNOCI, the Office of the Ivorian Prime Minister and the African Union Mediation, would determine what additional measures were required to expedite the process."	1
"11. In accordance with resolution 1963 (2010), the Executive Directorate will also assist the Committee in organizing a special meeting open to the wide membership and other relevant stakeholders to commemorate the tenth anniversary of the adoption of resolution 1373 (2001) and the establishment of the Committee."	1
"The relationship between Al-Qaida and the Taliban appears close. In his video message of 19 September 2007, Al-Zawahiri* once again referred to Mullah Omar (TI. O.4.01) as the supreme leader, and while the Taliban can always recruit more foot soldiers, they lack experienced commanders to replace the many that have been killed and they have looked to Al-Qaida not just for training, but also to fill the gaps."	1
"Recalling that it endorsed the Agreement signed by the Ivorian political forces in Linas-Marcoussis on 24 January 2003 (S/2003/99) (the Linas-Marcoussis Agreement) approved by the Conference of Heads of State on Côte d'Ivoire, held in Paris on 25 and 26 January 2003, the Agreement signed in Accra on 30 July 2004 (the Accra III Agreement) and the Agreement signed in Pretoria on 6 April 2005 (the Pretoria Agreement),"	1
"""The Security Council expresses its warm appreciation to the President and Prosecutor of the Special Court for Sierra Leone for their briefing to the Security Council on 9 October 2012."	1
The Union démocratique et populaire de la Côte d'Ivoire is calling for clarity and justice in relation to these abuses.	1
"o On 25 November 2014, regime warplanes launched 2 missiles at the industrial area in Raqqa city, killing 44 people and injuring 57 others; 15 shops and 17 residential homes were destroyed."	1
"Publication on ""Mainstreaming gender in environmental assessment and early warning""."	0
