BLEU,SacreBLEU,METEOR,BERTScore
0.044956981756297976,0.17320100558293622,0.5603885747426418,0.9662835597991943
0.4049816418175689,0.42510355729603233,0.723682912877966,0.9647976160049438
0.1335828980280541,0.13527956433795724,0.4523644637910567,0.9384509325027466
0.2165768464503216,0.3503997454179826,0.5800609646763493,0.9683582782745361
0.5128370364847346,0.5185115734210499,0.7124151568596013,0.962429940700531
0.1987634647622127,0.19338992261100507,0.46141256452222074,0.9578157663345337
0.3502069088596089,0.34183738461199753,0.610906862745098,0.9637264013290405
0.7203362668653466,0.7223579217017373,0.9302113702623908,0.9883670210838318
0.6249950011329976,0.6388957601044875,0.8229950327932101,0.9689285159111023
0.4778818860863725,0.502594438425402,0.7888242142025611,0.963054895401001
0.5877011182954526,0.6384370932950733,0.6668399491254154,0.9307492971420288
0.4347421820622301,0.48714911918147297,0.7060413895707155,0.9635913968086243
0.5413767357039081,0.6040244263553668,0.7275674019607843,0.9705550074577332
0.4417314548043802,0.4834356150318102,0.690672701455449,0.9697665572166443
0.7200572789671674,0.7722314609647003,0.9218681519357196,0.9928815960884094
0.7920562506986097,0.806240671108599,0.9176300578034683,0.98760986328125
0.37616771460725146,0.409101037322561,0.7479684313640929,0.9623425006866455
0.670135301470682,0.6936538070138972,0.8620555555555556,0.9864582419395447
0.6493753930680446,0.6588071310740005,0.8555570934256056,0.9910125732421875
0.6378254836906203,0.6534799558331463,0.7434297707724598,0.9770604968070984
0.7912619863720214,0.7759071335214407,0.8750682935712985,0.9792380332946777
0.8183927040921126,0.8011204142529047,0.9182353042668093,0.9560005068778992
0.8091067115702212,0.8408964152537145,0.8551587301587302,0.9798067212104797
0.3187271473320672,0.3727793838883311,0.7042105263157895,0.9573469161987305
0.46075381042138397,0.492484125208479,0.7223514060591866,0.9653408527374268
0.0363288074819994,0.0661476354612817,0.5608040201005026,0.9552339911460876
0.4183007445500922,0.4545091839935172,0.607682915375223,0.9685961008071899
0.36425272991948293,0.43050117305849694,0.550795873082961,0.9229925274848938
0.5430491593476937,0.5592116229804173,0.8792001127619818,0.9850698709487915
0.7048776954661207,0.7441316284907197,0.8866997083913648,0.9856806397438049
0.48902552903350915,0.5132589968379664,0.784251968503937,0.9760410189628601
0.37772491512950374,0.4110249232712203,0.7041191847922643,0.9675113558769226
0.595209369349193,0.6766265899519743,0.8443719416742719,0.9599938988685608
0.7937559205024689,0.8096427216101602,0.9251259259259259,0.9912973642349243
0.5470881330471072,0.5823220558018821,0.783902070558962,0.9637551307678223
0.5374696226546319,0.5620864553499572,0.7310720644022374,0.9615426063537598
0.3665621648838176,0.410197727342215,0.6563823564648095,0.9609407186508179
0.4702977441989501,0.48721918620341886,0.8617297440127403,0.9538217186927795
0.6868263383895689,0.7540452444470388,0.8443137611264729,0.9828962683677673
0.004549741802369617,0.028876406437498333,0.08333333333333334,0.8624979257583618
0.38938840884216436,0.504745030366593,0.6807078825347759,0.9549406170845032
0.5579817613446436,0.5994719712279206,0.86821454008954,0.9774889349937439
0.4063022828070775,0.44701617851855974,0.7191967696169377,0.9855278134346008
0.3584668928097086,0.38305978177479744,0.5888888888888889,0.9565640091896057
0.6872850358503175,0.7029779033091795,0.9031811157883519,0.982624888420105
0.5158953138516872,0.6354419143742601,0.808779232159483,0.9869706034660339
0.555975387034069,0.6032216926955583,0.8271259188966426,0.969967246055603
0.682449197666817,0.6907355502974168,0.8847440036900369,0.9831207394599915
0.29515834041239286,0.31856793106238557,0.6594845493746687,0.9725502133369446
0.5619247757747732,0.5922125359248601,0.9146659465927531,0.9723675847053528
0.3013040489278569,0.3431501915902151,0.5946666666666667,0.96379554271698
0.2423397655766664,0.3174977364174183,0.45322848084647027,0.8899205327033997
0.5528962459751369,0.5832363106465922,0.7926679611819184,0.9574760794639587
0.6031429853746778,0.6756870029830057,0.8563225364208669,0.9776614904403687
0.7195747713576678,0.7195503957018812,0.8891765232192737,0.988174319267273
0.3403336518440549,0.4331371630306181,0.7257707969749853,0.9589676260948181
0.3419372521950973,0.44936880798737067,0.6657286729857821,0.9787366986274719
0.24797984721910182,0.33124989794664084,0.661764705882353,0.9684228897094727
0.4576803290459217,0.5310862763130529,0.783139333220402,0.9693683981895447
0.4600545023284529,0.48221575329820354,0.742378931876184,0.9777712225914001
0.2773001515072715,0.2837872439012006,0.5518498377037201,0.9310925006866455
0.6051475274955804,0.6049308320144984,0.8300000000000002,0.9733334183692932
0.8151146576343006,0.8644980883693286,0.9225425862300225,0.9931299686431885
0.2937529813282705,0.37972022619570617,0.631586956521739,0.9627949595451355
0.2817682104548206,0.30615372538536734,0.6367924528301887,0.9546934366226196
0.7198468522921448,0.755711731276335,0.9591887525134213,0.9940365552902222
0.2215149624678284,0.28220521076033456,0.5716086056350707,0.9545025825500488
0.2686852659963609,0.3422737611335141,0.6676557863501484,0.9525976181030273
0.4201337466590326,0.5409160778611691,0.7245341246290802,0.9607352614402771
